,trace_id,operation,start_time,duration
0,0148085ccbf9c6ec,post_storage_mongo_insert_client,2024-07-15 06:56:52.743293,17.295
1,0148085ccbf9c6ec,store_post_server,2024-07-15 06:56:52.743272,17.334
2,0148085ccbf9c6ec,compose_creator_client,2024-07-15 06:56:52.657182,0.562
3,0148085ccbf9c6ec,compose_unique_id_client,2024-07-15 06:56:52.657251,0.697
4,0148085ccbf9c6ec,compose_media_client,2024-07-15 06:56:52.657207,1.011
5,0148085ccbf9c6ec,compose_text_client,2024-07-15 06:56:52.657172,73.34
6,0148085ccbf9c6ec,store_post_client,2024-07-15 06:56:52.730625,63.031
7,0148085ccbf9c6ec,write_user_timeline_client,2024-07-15 06:56:52.793707,799.895
8,0148085ccbf9c6ec,write_home_timeline_client,2024-07-15 06:56:53.593630,4.506
9,0148085ccbf9c6ec,compose_post_server,2024-07-15 06:56:52.657115,941.03
10,0148085ccbf9c6ec,compose_user_mentions_client,2024-07-15 06:56:52.657660,2.938
11,0148085ccbf9c6ec,compose_urls_client,2024-07-15 06:56:52.657650,72.427
12,0148085ccbf9c6ec,compose_text_server,2024-07-15 06:56:52.657467,72.687
13,0148085ccbf9c6ec,compose_unique_id_server,2024-07-15 06:56:52.657673,0.019
14,0148085ccbf9c6ec,url_mongo_insert_client,2024-07-15 06:56:52.671687,14.268
15,0148085ccbf9c6ec,compose_urls_server,2024-07-15 06:56:52.671545,14.56
16,0148085ccbf9c6ec,get_followers_client,2024-07-15 06:56:53.594156,3.755
17,0148085ccbf9c6ec,write_home_timeline_redis_update_client,2024-07-15 06:56:53.597924,0.006
18,0148085ccbf9c6ec,write_home_timeline_server,2024-07-15 06:56:53.594154,3.777
19,0148085ccbf9c6ec,social_graph_redis_get_client,2024-07-15 06:56:53.594404,0.305
20,0148085ccbf9c6ec,social_graph_mongo_find_client,2024-07-15 06:56:53.594727,2.549
21,0148085ccbf9c6ec,get_followers_server,2024-07-15 06:56:53.594400,2.886
22,0148085ccbf9c6ec,compose_media_server,2024-07-15 06:56:52.657879,0.009
23,0148085ccbf9c6ec,compose_user_mentions_memcached_get_client,2024-07-15 06:56:52.657968,1.746
24,0148085ccbf9c6ec,compose_user_mentions_mongo_find_client,2024-07-15 06:56:52.659768,0.641
25,0148085ccbf9c6ec,compose_user_mentions_server,2024-07-15 06:56:52.657958,2.466
26,0148085ccbf9c6ec,compose_creator_server,2024-07-15 06:56:52.657572,0.01
27,0148085ccbf9c6ec,/wrk2-api/post/compose,2024-07-15 06:56:52.656751,942.214
28,0148085ccbf9c6ec,/wrk2-api/post/compose,2024-07-15 06:56:52.656000,942.965
29,0148085ccbf9c6ec,compose_post_client,2024-07-15 06:56:52.656812,942.105
30,0148085ccbf9c6ec,write_user_timeline_mongo_insert_client,2024-07-15 06:56:52.798372,0.774
31,0148085ccbf9c6ec,write_user_timeline_redis_update_client,2024-07-15 06:56:52.799160,778.363
32,0148085ccbf9c6ec,write_user_timeline_server,2024-07-15 06:56:52.798357,779.189
33,17f396cc6bb45571,compose_unique_id_client,2024-07-15 06:56:53.641491,0.598
34,17f396cc6bb45571,compose_creator_client,2024-07-15 06:56:53.641437,0.862
35,17f396cc6bb45571,compose_media_client,2024-07-15 06:56:53.641426,0.918
36,17f396cc6bb45571,compose_text_client,2024-07-15 06:56:53.641375,81.176
37,17f396cc6bb45571,store_post_client,2024-07-15 06:56:53.723040,46.572
38,17f396cc6bb45571,compose_user_mentions_client,2024-07-15 06:56:53.643028,3.437
39,17f396cc6bb45571,compose_urls_client,2024-07-15 06:56:53.643073,72.975
40,17f396cc6bb45571,compose_text_server,2024-07-15 06:56:53.642833,73.295
41,17f396cc6bb45571,compose_unique_id_server,2024-07-15 06:56:53.641895,0.018
42,17f396cc6bb45571,url_mongo_insert_client,2024-07-15 06:56:53.657426,14.182
43,17f396cc6bb45571,compose_urls_server,2024-07-15 06:56:53.657118,14.611
44,17f396cc6bb45571,get_followers_client,2024-07-15 06:56:54.301780,1.859
45,17f396cc6bb45571,write_home_timeline_redis_update_client,2024-07-15 06:56:54.303650,0.007
46,17f396cc6bb45571,write_home_timeline_server,2024-07-15 06:56:54.301778,1.881
47,17f396cc6bb45571,social_graph_redis_get_client,2024-07-15 06:56:54.302254,0.62
48,17f396cc6bb45571,social_graph_mongo_find_client,2024-07-15 06:56:54.302890,0.552
49,17f396cc6bb45571,get_followers_server,2024-07-15 06:56:54.302249,1.202
50,17f396cc6bb45571,compose_media_server,2024-07-15 06:56:53.642029,0.009
51,17f396cc6bb45571,compose_user_mentions_memcached_get_client,2024-07-15 06:56:53.643452,1.952
52,17f396cc6bb45571,compose_user_mentions_mongo_find_client,2024-07-15 06:56:53.645456,0.805
53,17f396cc6bb45571,compose_user_mentions_server,2024-07-15 06:56:53.643439,2.849
54,17f396cc6bb45571,compose_creator_server,2024-07-15 06:56:53.642132,0.008
55,17f396cc6bb45571,compose_post_client,2024-07-15 06:56:53.640736,663.357
56,17f396cc6bb45571,/wrk2-api/post/compose,2024-07-15 06:56:53.640675,663.444
57,17f396cc6bb45571,/wrk2-api/post/compose,2024-07-15 06:56:53.640000,664.119
58,17f396cc6bb45571,write_user_timeline_mongo_insert_client,2024-07-15 06:56:53.766105,1.006
59,17f396cc6bb45571,write_user_timeline_redis_update_client,2024-07-15 06:56:53.767132,518.96
60,17f396cc6bb45571,write_user_timeline_server,2024-07-15 06:56:53.766075,520.025
61,17f396cc6bb45571,post_storage_mongo_insert_client,2024-07-15 06:56:53.724975,15.951
62,17f396cc6bb45571,store_post_server,2024-07-15 06:56:53.724955,15.99
63,17f396cc6bb45571,write_user_timeline_client,2024-07-15 06:56:53.769709,531.74
64,17f396cc6bb45571,write_home_timeline_client,2024-07-15 06:56:54.301480,2.393
65,17f396cc6bb45571,compose_post_server,2024-07-15 06:56:53.641298,662.586
66,1056a6b4c8289dc6,compose_creator_client,2024-07-15 06:56:53.724171,5.566
67,1056a6b4c8289dc6,compose_unique_id_client,2024-07-15 06:56:53.732756,3.102
68,1056a6b4c8289dc6,compose_media_client,2024-07-15 06:56:53.724265,22.249
69,1056a6b4c8289dc6,compose_text_client,2024-07-15 06:56:53.718243,81.557
70,1056a6b4c8289dc6,store_post_client,2024-07-15 06:56:53.799928,43.558
71,1056a6b4c8289dc6,compose_user_mentions_client,2024-07-15 06:56:53.724133,12.275
72,1056a6b4c8289dc6,compose_urls_client,2024-07-15 06:56:53.724110,75.01
73,1056a6b4c8289dc6,compose_text_server,2024-07-15 06:56:53.723910,75.43
74,1056a6b4c8289dc6,compose_unique_id_server,2024-07-15 06:56:53.734407,0.014
75,1056a6b4c8289dc6,url_mongo_insert_client,2024-07-15 06:56:53.739254,14.688
76,1056a6b4c8289dc6,compose_urls_server,2024-07-15 06:56:53.739098,14.981
77,1056a6b4c8289dc6,get_followers_client,2024-07-15 06:56:54.300618,2.325
78,1056a6b4c8289dc6,write_home_timeline_redis_update_client,2024-07-15 06:56:54.302955,0.01
79,1056a6b4c8289dc6,write_home_timeline_server,2024-07-15 06:56:54.300616,2.352
80,1056a6b4c8289dc6,social_graph_redis_get_client,2024-07-15 06:56:54.300895,0.474
81,1056a6b4c8289dc6,social_graph_mongo_find_client,2024-07-15 06:56:54.301395,0.97
82,1056a6b4c8289dc6,get_followers_server,2024-07-15 06:56:54.300888,1.488
83,1056a6b4c8289dc6,compose_media_server,2024-07-15 06:56:53.740896,0.005
84,1056a6b4c8289dc6,compose_user_mentions_memcached_get_client,2024-07-15 06:56:53.724851,9.955
85,1056a6b4c8289dc6,compose_user_mentions_mongo_find_client,2024-07-15 06:56:53.734859,1.133
