,trace_id,operation,start_time,duration
0,069d86edf17cee21,compose_user_mentions_client,2024-06-04 12:17:50.793143,49.457
1,069d86edf17cee21,compose_urls_client,2024-06-04 12:17:50.793126,59.472
2,069d86edf17cee21,compose_text_server,2024-06-04 12:17:50.792934,59.795
3,069d86edf17cee21,compose_unique_id_server,2024-06-04 12:17:50.792796,0.008
4,069d86edf17cee21,write_user_timeline_mongo_insert_client,2024-06-04 12:17:50.898600,11.806
5,069d86edf17cee21,write_user_timeline_redis_update_client,2024-06-04 12:17:50.910441,11.887
6,069d86edf17cee21,write_user_timeline_server,2024-06-04 12:17:50.898587,23.768
7,069d86edf17cee21,url_mongo_insert_client,2024-06-04 12:17:50.829141,10.739
8,069d86edf17cee21,compose_urls_server,2024-06-04 12:17:50.829082,10.827
9,069d86edf17cee21,get_followers_client,2024-06-04 12:17:50.939310,158.129
10,069d86edf17cee21,write_home_timeline_redis_update_client,2024-06-04 12:17:51.097455,0.007
11,069d86edf17cee21,write_home_timeline_server,2024-06-04 12:17:50.939308,158.208
12,069d86edf17cee21,post_storage_mongo_insert_client,2024-06-04 12:17:50.869645,11.577
13,069d86edf17cee21,store_post_server,2024-06-04 12:17:50.869633,11.622
14,069d86edf17cee21,compose_user_mentions_memcached_get_client,2024-06-04 12:17:50.793373,37.042
15,069d86edf17cee21,compose_user_mentions_mongo_find_client,2024-06-04 12:17:50.830460,11.821
16,069d86edf17cee21,compose_user_mentions_server,2024-06-04 12:17:50.793366,48.948
17,069d86edf17cee21,compose_creator_server,2024-06-04 12:17:50.792764,0.005
18,069d86edf17cee21,compose_post_client,2024-06-04 12:17:50.773342,337.641
19,069d86edf17cee21,/wrk2-api/post/compose,2024-06-04 12:17:50.773266,337.776
20,069d86edf17cee21,/wrk2-api/post/compose,2024-06-04 12:17:50.773000,338.042
21,069d86edf17cee21,social_graph_redis_get_client,2024-06-04 12:17:50.953267,88.479
22,069d86edf17cee21,social_graph_mongo_find_client,2024-06-04 12:17:51.041771,58.073
23,069d86edf17cee21,get_followers_server,2024-06-04 12:17:50.953261,146.594
24,069d86edf17cee21,write_home_timeline_client,2024-06-04 12:17:50.926211,175.172
25,069d86edf17cee21,compose_post_server,2024-06-04 12:17:50.779873,321.522
26,069d86edf17cee21,compose_creator_client,2024-06-04 12:17:50.780013,16.668
27,069d86edf17cee21,compose_media_client,2024-06-04 12:17:50.780053,16.655
28,069d86edf17cee21,compose_unique_id_client,2024-06-04 12:17:50.780007,16.729
29,069d86edf17cee21,compose_text_client,2024-06-04 12:17:50.779953,76.741
30,069d86edf17cee21,store_post_client,2024-06-04 12:17:50.856812,28.453
31,069d86edf17cee21,write_user_timeline_client,2024-06-04 12:17:50.885320,40.872
32,069d86edf17cee21,compose_media_server,2024-06-04 12:17:50.792814,0.005
33,0696bbdd39dd08b2,compose_user_mentions_client,2024-06-04 12:17:50.867375,47.6
34,0696bbdd39dd08b2,compose_urls_client,2024-06-04 12:17:50.867362,59.553
35,0696bbdd39dd08b2,compose_text_server,2024-06-04 12:17:50.867168,59.812
36,0696bbdd39dd08b2,compose_unique_id_server,2024-06-04 12:17:50.867150,0.013
37,0696bbdd39dd08b2,write_user_timeline_mongo_insert_client,2024-06-04 12:17:50.973108,66.649
38,0696bbdd39dd08b2,write_user_timeline_redis_update_client,2024-06-04 12:17:51.039777,11.74
39,0696bbdd39dd08b2,write_user_timeline_server,2024-06-04 12:17:50.973091,78.434
40,0696bbdd39dd08b2,url_mongo_insert_client,2024-06-04 12:17:50.903444,10.829
41,0696bbdd39dd08b2,compose_urls_server,2024-06-04 12:17:50.903372,10.942
42,0696bbdd39dd08b2,get_followers_client,2024-06-04 12:17:51.068365,127.413
43,0696bbdd39dd08b2,write_home_timeline_redis_update_client,2024-06-04 12:17:51.195795,0.01
44,0696bbdd39dd08b2,write_home_timeline_server,2024-06-04 12:17:51.068363,127.485
45,0696bbdd39dd08b2,post_storage_mongo_insert_client,2024-06-04 12:17:50.944202,11.764
46,0696bbdd39dd08b2,store_post_server,2024-06-04 12:17:50.944186,11.795
47,0696bbdd39dd08b2,compose_user_mentions_memcached_get_client,2024-06-04 12:17:50.867598,35.358
48,0696bbdd39dd08b2,compose_user_mentions_mongo_find_client,2024-06-04 12:17:50.903000,11.758
49,0696bbdd39dd08b2,compose_user_mentions_server,2024-06-04 12:17:50.867590,47.197
50,0696bbdd39dd08b2,compose_creator_server,2024-06-04 12:17:50.867120,0.007
51,0696bbdd39dd08b2,compose_post_client,2024-06-04 12:17:50.847471,361.767
52,0696bbdd39dd08b2,/wrk2-api/post/compose,2024-06-04 12:17:50.847350,362.001
53,0696bbdd39dd08b2,/wrk2-api/post/compose,2024-06-04 12:17:50.847000,362.352
54,0696bbdd39dd08b2,social_graph_redis_get_client,2024-06-04 12:17:51.082468,57.689
55,0696bbdd39dd08b2,social_graph_mongo_find_client,2024-06-04 12:17:51.140184,57.955
56,0696bbdd39dd08b2,get_followers_server,2024-06-04 12:17:51.082461,115.693
57,0696bbdd39dd08b2,write_home_timeline_client,2024-06-04 12:17:51.055486,144.305
58,0696bbdd39dd08b2,compose_post_server,2024-06-04 12:17:50.854120,345.7
59,0696bbdd39dd08b2,compose_unique_id_client,2024-06-04 12:17:50.854331,16.685
60,0696bbdd39dd08b2,compose_creator_client,2024-06-04 12:17:50.854262,17.705
61,0696bbdd39dd08b2,compose_text_client,2024-06-04 12:17:50.854233,76.574
62,0696bbdd39dd08b2,store_post_client,2024-06-04 12:17:50.931071,28.965
63,0696bbdd39dd08b2,write_user_timeline_client,2024-06-04 12:17:50.960195,95.223
64,0696bbdd39dd08b2,compose_media_client,2024-06-04 12:17:50.854320,16.734
65,0696bbdd39dd08b2,compose_media_server,2024-06-04 12:17:50.867127,0.007
66,157c24b9240a9c09,compose_user_mentions_client,2024-06-04 12:17:51.036263,50.901
67,157c24b9240a9c09,compose_urls_client,2024-06-04 12:17:51.036252,59.789
68,157c24b9240a9c09,compose_text_server,2024-06-04 12:17:51.036061,60.058
69,157c24b9240a9c09,compose_unique_id_server,2024-06-04 12:17:51.035732,0.012
70,157c24b9240a9c09,write_user_timeline_mongo_insert_client,2024-06-04 12:17:51.141559,11.713
71,157c24b9240a9c09,write_user_timeline_redis_update_client,2024-06-04 12:17:51.153289,11.558
72,157c24b9240a9c09,write_user_timeline_server,2024-06-04 12:17:51.141547,23.308
73,157c24b9240a9c09,url_mongo_insert_client,2024-06-04 12:17:51.072363,10.94
74,157c24b9240a9c09,compose_urls_server,2024-06-04 12:17:51.072294,11.043
75,157c24b9240a9c09,get_followers_client,2024-06-04 12:17:51.181441,128.466
76,157c24b9240a9c09,write_home_timeline_redis_update_client,2024-06-04 12:17:51.309920,0.005
77,157c24b9240a9c09,write_home_timeline_server,2024-06-04 12:17:51.181439,128.548
