,trace_id,operation,start_time,duration
0,029709a62d697531,compose_unique_id_client,2024-06-04 12:36:58.941283,19.925
1,029709a62d697531,compose_creator_client,2024-06-04 12:36:58.941213,21.453
2,029709a62d697531,compose_media_client,2024-06-04 12:36:58.941241,30.074
3,029709a62d697531,compose_text_client,2024-06-04 12:36:58.941145,210.73
4,029709a62d697531,store_post_client,2024-06-04 12:36:59.152052,16.524
5,029709a62d697531,write_user_timeline_client,2024-06-04 12:36:59.168648,69.31
6,029709a62d697531,write_home_timeline_client,2024-06-04 12:36:59.237990,53.902
7,029709a62d697531,compose_post_server,2024-06-04 12:36:58.941076,350.858
8,029709a62d697531,get_followers_client,2024-06-04 12:36:59.238651,50.011
9,029709a62d697531,write_home_timeline_redis_update_client,2024-06-04 12:36:59.288677,0.006
10,029709a62d697531,write_home_timeline_server,2024-06-04 12:36:59.238649,50.035
11,029709a62d697531,/wrk2-api/post/compose,2024-06-04 12:36:58.940000,353.426
12,029709a62d697531,compose_post_client,2024-06-04 12:36:58.940485,352.842
13,029709a62d697531,/wrk2-api/post/compose,2024-06-04 12:36:58.940398,353.028
14,029709a62d697531,compose_urls_client,2024-06-04 12:36:58.956168,48.279
15,029709a62d697531,compose_user_mentions_client,2024-06-04 12:36:58.956212,192.599
16,029709a62d697531,compose_text_server,2024-06-04 12:36:58.955457,193.481
17,029709a62d697531,compose_user_mentions_memcached_get_client,2024-06-04 12:36:58.963181,114.642
18,029709a62d697531,compose_user_mentions_mongo_find_client,2024-06-04 12:36:59.077847,57.061
19,029709a62d697531,compose_user_mentions_server,2024-06-04 12:36:58.963173,171.762
20,029709a62d697531,compose_unique_id_server,2024-06-04 12:36:58.956258,0.006
21,029709a62d697531,compose_creator_server,2024-06-04 12:36:58.955492,0.003
22,029709a62d697531,compose_media_server,2024-06-04 12:36:58.961011,0.006
23,029709a62d697531,post_storage_mongo_insert_client,2024-06-04 12:36:59.161795,0.58
24,029709a62d697531,store_post_server,2024-06-04 12:36:59.161782,0.602
25,029709a62d697531,write_user_timeline_mongo_insert_client,2024-06-04 12:36:59.178226,51.689
26,029709a62d697531,write_user_timeline_redis_update_client,2024-06-04 12:36:59.229931,0.491
27,029709a62d697531,write_user_timeline_server,2024-06-04 12:36:59.178208,52.223
28,029709a62d697531,social_graph_redis_get_client,2024-06-04 12:36:59.241348,16.515
